"Initial_Coral","Fishing_Pressure","Final_Coral","iT","iC"
0,0,0.792144196703779,0.25,0.25
0.02,0,0.792144196703779,0.25,0.25
0.04,0,0.792144196703779,0.25,0.25
0.06,0,0.792144196703779,0.25,0.25
0.08,0,0.792144196703779,0.25,0.25
0.1,0,0.792144196703779,0.25,0.25
0.12,0,0.792144196703779,0.25,0.25
0.14,0,0.792144196703779,0.25,0.25
0.16,0,0.792144196703779,0.25,0.25
0.18,0,0.792144196703779,0.25,0.25
0.2,0,0.792144196703779,0.25,0.25
0.22,0,0.792144196703779,0.25,0.25
0.24,0,0.792144196703779,0.25,0.25
0.26,0,0.792144196703779,0.25,0.25
0.28,0,0.792144196703779,0.25,0.25
0.3,0,0.792144196703779,0.25,0.25
0.32,0,0.792144196703779,0.25,0.25
0.34,0,0.792144196703779,0.25,0.25
0.36,0,0.792144196703779,0.25,0.25
0.38,0,0.792144196703779,0.25,0.25
0.4,0,0.792144196703779,0.25,0.25
0.42,0,0.792144196703779,0.25,0.25
0.44,0,0.792144196703779,0.25,0.25
0.46,0,0.792144196703779,0.25,0.25
0.48,0,0.792144196703779,0.25,0.25
0.5,0,0.792144196703779,0.25,0.25
0.52,0,0.792144196703779,0.25,0.25
0.54,0,0.792144196703779,0.25,0.25
0.56,0,0.792144196703779,0.25,0.25
0.58,0,0.792144196703779,0.25,0.25
0.6,0,0.792144196703779,0.25,0.25
0.62,0,0.792144196703779,0.25,0.25
0.64,0,0.792144196703779,0.25,0.25
0.66,0,0.792144196703779,0.25,0.25
0.68,0,0.792144196703779,0.25,0.25
0.7,0,0.792144196703779,0.25,0.25
0.72,0,0.792144196703779,0.25,0.25
0.74,0,0.792144196703779,0.25,0.25
0.76,0,0.792144196703779,0.25,0.25
0.78,0,0.792144196703779,0.25,0.25
0.8,0,0.792144196703779,0.25,0.25
0.82,0,0.792144196703782,0.25,0.25
0.84,0,0.792144196703782,0.25,0.25
0,0.02,0.790817584665046,0.25,0.25
0.02,0.02,0.790817584665046,0.25,0.25
0.04,0.02,0.790817584665046,0.25,0.25
0.06,0.02,0.790817584665046,0.25,0.25
0.08,0.02,0.790817584665046,0.25,0.25
0.1,0.02,0.790817584665046,0.25,0.25
0.12,0.02,0.790817584665046,0.25,0.25
0.14,0.02,0.790817584665046,0.25,0.25
0.16,0.02,0.790817584665046,0.25,0.25
0.18,0.02,0.790817584665046,0.25,0.25
0.2,0.02,0.790817584665046,0.25,0.25
0.22,0.02,0.790817584665046,0.25,0.25
0.24,0.02,0.790817584665046,0.25,0.25
0.26,0.02,0.790817584665046,0.25,0.25
0.28,0.02,0.790817584665046,0.25,0.25
0.3,0.02,0.790817584665046,0.25,0.25
0.32,0.02,0.790817584665046,0.25,0.25
0.34,0.02,0.790817584665046,0.25,0.25
0.36,0.02,0.790817584665046,0.25,0.25
0.38,0.02,0.790817584665046,0.25,0.25
0.4,0.02,0.790817584665046,0.25,0.25
0.42,0.02,0.790817584665046,0.25,0.25
0.44,0.02,0.790817584665046,0.25,0.25
0.46,0.02,0.790817584665046,0.25,0.25
0.48,0.02,0.790817584665046,0.25,0.25
0.5,0.02,0.790817584665046,0.25,0.25
0.52,0.02,0.790817584665046,0.25,0.25
0.54,0.02,0.790817584665046,0.25,0.25
0.56,0.02,0.790817584665046,0.25,0.25
0.58,0.02,0.790817584665046,0.25,0.25
0.6,0.02,0.790817584665046,0.25,0.25
0.62,0.02,0.790817584665046,0.25,0.25
0.64,0.02,0.790817584665046,0.25,0.25
0.66,0.02,0.790817584665046,0.25,0.25
0.68,0.02,0.790817584665046,0.25,0.25
0.7,0.02,0.790817584665046,0.25,0.25
0.72,0.02,0.790817584665046,0.25,0.25
0.74,0.02,0.790817584665046,0.25,0.25
0.76,0.02,0.790817584665046,0.25,0.25
0.78,0.02,0.790817584665046,0.25,0.25
0.8,0.02,0.790817584665046,0.25,0.25
0.82,0.02,0.790817584665049,0.25,0.25
0.84,0.02,0.790817584665049,0.25,0.25
0,0.04,0.789401843685915,0.25,0.25
0.02,0.04,0.789401843685915,0.25,0.25
0.04,0.04,0.789401843685915,0.25,0.25
0.06,0.04,0.789401843685915,0.25,0.25
0.08,0.04,0.789401843685915,0.25,0.25
0.1,0.04,0.789401843685915,0.25,0.25
0.12,0.04,0.789401843685915,0.25,0.25
0.14,0.04,0.789401843685915,0.25,0.25
0.16,0.04,0.789401843685915,0.25,0.25
0.18,0.04,0.789401843685915,0.25,0.25
0.2,0.04,0.789401843685915,0.25,0.25
0.22,0.04,0.789401843685915,0.25,0.25
0.24,0.04,0.789401843685915,0.25,0.25
0.26,0.04,0.789401843685915,0.25,0.25
0.28,0.04,0.789401843685915,0.25,0.25
0.3,0.04,0.789401843685915,0.25,0.25
0.32,0.04,0.789401843685915,0.25,0.25
0.34,0.04,0.789401843685915,0.25,0.25
0.36,0.04,0.789401843685915,0.25,0.25
0.38,0.04,0.789401843685915,0.25,0.25
0.4,0.04,0.789401843685915,0.25,0.25
0.42,0.04,0.789401843685915,0.25,0.25
0.44,0.04,0.789401843685915,0.25,0.25
0.46,0.04,0.789401843685915,0.25,0.25
0.48,0.04,0.789401843685915,0.25,0.25
0.5,0.04,0.789401843685915,0.25,0.25
