"Initial_Coral","Fishing_Pressure","Final_Coral","gamma"
0,0,0.687152203697986,0
0.02,0,0.687152203697986,0
0.04,0,0.687152203697986,0
0.06,0,0.687152203697986,0
0.08,0,0.687152203697986,0
0.1,0,0.687152203697986,0
0.12,0,0.687152203697986,0
0.14,0,0.687152203697986,0
0.16,0,0.687152203697986,0
0.18,0,0.687152203697986,0
0.2,0,0.687152203697986,0
0.22,0,0.687152203697986,0
0.24,0,0.687152203697986,0
0.26,0,0.687152203697986,0
0.28,0,0.687152203697986,0
0.3,0,0.687152203697986,0
0.32,0,0.687152203697986,0
0.34,0,0.687152203697986,0
0.36,0,0.687152203697986,0
0.38,0,0.687152203697986,0
0.4,0,0.687152203697986,0
0.42,0,0.687152203697986,0
0.44,0,0.687152203697986,0
0.46,0,0.687152203697986,0
0.48,0,0.687152203697986,0
0.5,0,0.687152203697986,0
0.52,0,0.687152203697986,0
0.54,0,0.687152203697986,0
0.56,0,0.687152203697986,0
0.58,0,0.687152203697986,0
0.6,0,0.687152203697986,0
0.62,0,0.687152203697986,0
0.64,0,0.687152203697986,0
0.66,0,0.687152203697986,0
0.68,0,0.687152203697986,0
0.7,0,0.687152203697986,0
0.72,0,0.687152203697986,0
0.74,0,0.687152203697992,0
0.76,0,0.687152203697992,0
0.78,0,0.687152203697992,0
0.8,0,0.687152203697992,0
0.82,0,0.687152203697992,0
0.84,0,0.687152203697992,0
0,0.02,0.685645324386339,0
0.02,0.02,0.685645324386339,0
0.04,0.02,0.685645324386339,0
0.06,0.02,0.685645324386339,0
0.08,0.02,0.685645324386339,0
0.1,0.02,0.685645324386339,0
0.12,0.02,0.685645324386339,0
0.14,0.02,0.685645324386339,0
0.16,0.02,0.685645324386339,0
0.18,0.02,0.685645324386339,0
0.2,0.02,0.685645324386339,0
0.22,0.02,0.685645324386339,0
0.24,0.02,0.685645324386339,0
0.26,0.02,0.685645324386339,0
0.28,0.02,0.685645324386339,0
0.3,0.02,0.685645324386339,0
0.32,0.02,0.685645324386339,0
0.34,0.02,0.685645324386339,0
0.36,0.02,0.685645324386339,0
0.38,0.02,0.685645324386339,0
0.4,0.02,0.685645324386339,0
0.42,0.02,0.685645324386339,0
0.44,0.02,0.685645324386339,0
0.46,0.02,0.685645324386339,0
0.48,0.02,0.685645324386339,0
0.5,0.02,0.685645324386339,0
0.52,0.02,0.685645324386339,0
0.54,0.02,0.685645324386339,0
0.56,0.02,0.685645324386339,0
0.58,0.02,0.685645324386339,0
0.6,0.02,0.685645324386339,0
0.62,0.02,0.685645324386339,0
0.64,0.02,0.685645324386339,0
0.66,0.02,0.685645324386339,0
0.68,0.02,0.685645324386339,0
0.7,0.02,0.685645324386339,0
0.72,0.02,0.685645324386339,0
0.74,0.02,0.685645324386344,0
0.76,0.02,0.685645324386344,0
0.78,0.02,0.685645324386344,0
0.8,0.02,0.685645324386344,0
0.82,0.02,0.685645324386344,0
0.84,0.02,0.685645324386344,0
0,0.04,0.684022305738261,0
0.02,0.04,0.684022305738261,0
0.04,0.04,0.684022305738261,0
0.06,0.04,0.684022305738261,0
0.08,0.04,0.684022305738261,0
0.1,0.04,0.684022305738261,0
0.12,0.04,0.684022305738261,0
0.14,0.04,0.684022305738261,0
0.16,0.04,0.684022305738261,0
0.18,0.04,0.684022305738261,0
0.2,0.04,0.684022305738261,0
0.22,0.04,0.684022305738261,0
0.24,0.04,0.684022305738261,0
0.26,0.04,0.684022305738261,0
0.28,0.04,0.684022305738261,0
0.3,0.04,0.684022305738261,0
0.32,0.04,0.684022305738261,0
0.34,0.04,0.684022305738261,0
0.36,0.04,0.684022305738261,0
0.38,0.04,0.684022305738261,0
0.4,0.04,0.684022305738261,0
0.42,0.04,0.684022305738261,0
0.44,0.04,0.684022305738261,0
0.46,0.04,0.684022305738261,0
0.48,0.04,0.684022305738261,0
0.5,0.04,0.684022305738261,0
0.52,0.04,0.684022305738261,0
0.54,0.04,0.684022305738261,0
0.56,0.04,0.684022305738261,0
0.58,0.04,0.684022305738261,0
0.6,0.04,0.684022305738261,0
0.62,0.04,0.684022305738261,0
0.64,0.04,0.684022305738261,0
0.66,0.04,0.684022305738261,0
0.68,0.04,0.684022305738261,0
0.7,0.04,0.684022305738261,0
0.72,0.04,0.684022305738261,0
0.74,0.04,0.684022305738267,0
0.76,0.04,0.684022305738267,0
0.78,0.04,0.684022305738267,0
0.8,0.04,0.684022305738267,0
0.82,0.04,0.684022305738267,0
0.84,0.04,0.684022305738267,0
0,0.06,0.682268818948505,0
0.02,0.06,0.682268818948505,0
0.04,0.06,0.682268818948505,0
0.06,0.06,0.682268818948505,0
0.08,0.06,0.682268818948505,0
0.1,0.06,0.682268818948505,0
0.12,0.06,0.682268818948505,0
0.14,0.06,0.682268818948505,0
0.16,0.06,0.682268818948505,0
0.18,0.06,0.682268818948505,0
0.2,0.06,0.682268818948505,0
0.22,0.06,0.682268818948505,0
0.24,0.06,0.682268818948505,0
0.26,0.06,0.682268818948505,0
0.28,0.06,0.682268818948505,0
0.3,0.06,0.682268818948505,0
0.32,0.06,0.682268818948505,0
0.34,0.06,0.682268818948505,0
0.36,0.06,0.682268818948505,0
0.38,0.06,0.682268818948505,0
0.4,0.06,0.682268818948505,0
0.42,0.06,0.682268818948505,0
0.44,0.06,0.682268818948505,0
0.46,0.06,0.682268818948505,0
0.48,0.06,0.682268818948505,0
0.5,0.06,0.682268818948505,0
0.52,0.06,0.682268818948505,0
0.54,0.06,0.682268818948505,0
0.56,0.06,0.682268818948505,0
0.58,0.06,0.682268818948505,0
0.6,0.06,0.682268818948505,0
0.62,0.06,0.682268818948505,0
0.64,0.06,0.682268818948505,0
0.66,0.06,0.682268818948505,0
0.68,0.06,0.682268818948505,0
0.7,0.06,0.682268818948505,0
0.72,0.06,0.682268818948505,0
0.74,0.06,0.682268818948511,0
0.76,0.06,0.682268818948511,0
0.78,0.06,0.682268818948511,0
0.8,0.06,0.682268818948511,0
0.82,0.06,0.682268818948511,0
0.84,0.06,0.682268818948511,0
0,0.08,0.680368009848388,0
0.02,0.08,0.680368009848388,0
0.04,0.08,0.680368009848388,0
0.06,0.08,0.680368009848388,0
0.08,0.08,0.680368009848388,0
0.1,0.08,0.680368009848388,0
0.12,0.08,0.680368009848388,0
0.14,0.08,0.680368009848388,0
0.16,0.08,0.680368009848388,0
0.18,0.08,0.680368009848388,0
0.2,0.08,0.680368009848388,0
0.22,0.08,0.680368009848388,0
0.24,0.08,0.680368009848388,0
0.26,0.08,0.680368009848388,0
0.28,0.08,0.680368009848388,0
0.3,0.08,0.680368009848388,0
0.32,0.08,0.680368009848388,0
0.34,0.08,0.680368009848388,0
0.36,0.08,0.680368009848388,0
0.38,0.08,0.680368009848388,0
0.4,0.08,0.680368009848388,0
0.42,0.08,0.680368009848388,0
0.44,0.08,0.680368009848388,0
0.46,0.08,0.680368009848388,0
0.48,0.08,0.680368009848388,0
0.5,0.08,0.680368009848388,0
0.52,0.08,0.680368009848388,0
0.54,0.08,0.680368009848388,0
0.56,0.08,0.680368009848388,0
0.58,0.08,0.680368009848388,0
0.6,0.08,0.680368009848388,0
0.62,0.08,0.680368009848388,0
0.64,0.08,0.680368009848388,0
0.66,0.08,0.680368009848388,0
0.68,0.08,0.680368009848388,0
0.7,0.08,0.680368009848388,0
0.72,0.08,0.680368009848388,0
0.74,0.08,0.680368009848394,0
0.76,0.08,0.680368009848394,0
0.78,0.08,0.680368009848394,0
0.8,0.08,0.680368009848394,0
0.82,0.08,0.680368009848394,0
0.84,0.08,0.680368009848394,0
0,0.1,0.678299900594321,0
0.02,0.1,0.678299900594321,0
0.04,0.1,0.678299900594321,0
0.06,0.1,0.678299900594321,0
0.08,0.1,0.678299900594321,0
0.1,0.1,0.678299900594321,0
0.12,0.1,0.678299900594321,0
0.14,0.1,0.678299900594321,0
0.16,0.1,0.678299900594321,0
0.18,0.1,0.678299900594321,0
0.2,0.1,0.678299900594321,0
0.22,0.1,0.678299900594321,0
0.24,0.1,0.678299900594321,0
0.26,0.1,0.678299900594321,0
0.28,0.1,0.678299900594321,0
0.3,0.1,0.678299900594321,0
0.32,0.1,0.678299900594321,0
0.34,0.1,0.678299900594321,0
0.36,0.1,0.678299900594321,0
0.38,0.1,0.678299900594321,0
0.4,0.1,0.678299900594321,0
0.42,0.1,0.678299900594321,0
0.44,0.1,0.678299900594321,0
0.46,0.1,0.678299900594321,0
0.48,0.1,0.678299900594321,0
0.5,0.1,0.678299900594321,0
0.52,0.1,0.678299900594321,0
0.54,0.1,0.678299900594321,0
0.56,0.1,0.678299900594321,0
0.58,0.1,0.678299900594321,0
0.6,0.1,0.678299900594321,0
0.62,0.1,0.678299900594321,0
0.64,0.1,0.678299900594321,0
0.66,0.1,0.678299900594321,0
0.68,0.1,0.678299900594321,0
0.7,0.1,0.678299900594321,0
0.72,0.1,0.678299900594327,0
0.74,0.1,0.678299900594327,0
0.76,0.1,0.678299900594327,0
0.78,0.1,0.678299900594327,0
0.8,0.1,0.678299900594327,0
0.82,0.1,0.678299900594327,0
0.84,0.1,0.678299900594327,0
0,0.12,0.676040607759628,0
0.02,0.12,0.676040607759628,0
0.04,0.12,0.676040607759628,0
0.06,0.12,0.676040607759628,0
0.08,0.12,0.676040607759628,0
0.1,0.12,0.676040607759628,0
0.12,0.12,0.676040607759628,0
0.14,0.12,0.676040607759628,0
0.16,0.12,0.676040607759628,0
0.18,0.12,0.676040607759628,0
0.2,0.12,0.676040607759628,0
0.22,0.12,0.676040607759628,0
0.24,0.12,0.676040607759628,0
0.26,0.12,0.676040607759628,0
0.28,0.12,0.676040607759628,0
0.3,0.12,0.676040607759628,0
0.32,0.12,0.676040607759628,0
0.34,0.12,0.676040607759628,0
0.36,0.12,0.676040607759628,0
0.38,0.12,0.676040607759628,0
0.4,0.12,0.676040607759628,0
0.42,0.12,0.676040607759628,0
0.44,0.12,0.676040607759628,0
0.46,0.12,0.676040607759628,0
0.48,0.12,0.676040607759628,0
0.5,0.12,0.676040607759628,0
0.52,0.12,0.676040607759628,0
0.54,0.12,0.676040607759628,0
0.56,0.12,0.676040607759628,0
0.58,0.12,0.676040607759628,0
0.6,0.12,0.676040607759628,0
0.62,0.12,0.676040607759628,0
0.64,0.12,0.676040607759628,0
0.66,0.12,0.676040607759628,0
0.68,0.12,0.676040607759628,0
0.7,0.12,0.676040607759628,0
0.72,0.12,0.676040607759634,0
0.74,0.12,0.676040607759634,0
0.76,0.12,0.676040607759634,0
0.78,0.12,0.676040607759634,0
0.8,0.12,0.676040607759634,0
0.82,0.12,0.676040607759634,0
0.84,0.12,0.676040607759634,0
0,0.14,0.673561305633254,0
